variable,location,support,missing_pct
sunshine,Perth,3205,0.0015600624024961
sunshine,Darwin,3204,0.0009363295880149813
sunshine,Melbourne,2447,0.0004086636697997548
sunshine,Watsonia,3011,0.00033211557622052476
sunshine,MelbourneAirport,3021,0.00033101621979476995
temp_3pm,Katherine,1571,0.4519414385741566
temp_3pm,Newcastle,2967,0.2895180316818335
temp_3pm,Albany,3028,0.22985468956406868
temp_3pm,MountGinini,2919,0.08016443987667009
temp_3pm,Richmond,2963,0.009449881876476544
temp_3pm,PearceRAAF,2774,0.00829127613554434
temp_3pm,BadgerysCreek,2940,0.006802721088435374
temp_3pm,Wollongong,2995,0.005676126878130217
temp_3pm,NorahHead,2941,0.004420265215912955
temp_3pm,Portland,3008,0.003989361702127659
temp_3pm,Tuggeranong,3010,0.003654485049833887
temp_3pm,Penrith,2976,0.003360215053763441
temp_3pm,Brisbane,3173,0.0028364323983611725
temp_3pm,Nuriootpa,3014,0.00232249502322495
temp_3pm,Launceston,3040,0.002302631578947368
temp_3pm,Canberra,3430,0.0020408163265306124
temp_3pm,Cobar,3000,0.002
temp_3pm,Ballarat,3040,0.001644736842105263
temp_3pm,MountGambier,3042,0.001643655489809336
temp_3pm,Melbourne,2447,0.0016346546791990192
temp_3pm,CoffsHarbour,2965,0.0013490725126475548
temp_3pm,Albury,3023,0.0013231888852133643
temp_3pm,Adelaide,3102,0.0012894906511927789
temp_3pm,Sydney,3349,0.0011943863839952225
temp_3pm,SalmonGums,2967,0.0010111223458038423
temp_3pm,Woomera,3002,0.000999333777481679
temp_3pm,Williamtown,2565,0.0007797270955165692
temp_3pm,Walpole,2831,0.0007064641469445425
temp_3pm,NorfolkIsland,2976,0.0006720430107526882
temp_3pm,AliceSprings,3043,0.0006572461386789353
temp_3pm,Uluru,1533,0.0006523157208088715
temp_3pm,Hobart,3200,0.000625
temp_3pm,Darwin,3204,0.0006242197253433209
temp_3pm,Dartmoor,2955,0.00033840947546531303
temp_3pm,Witchcliffe,2964,0.00033738191632928474
temp_3pm,Sale,3012,0.00033200531208499334
temp_3pm,SydneyAirport,3017,0.00033145508783559825
temp_3pm,Mildura,3019,0.0003312355084465055
temp_3pm,PerthAirport,3021,0.00033101621979476995
temp_3pm,Bendigo,3046,0.00032829940906106366
temp_3pm,Perth,3205,0.00031201248049921997
temp_3pm,Cairns,3000,0.0
temp_3pm,GoldCoast,2992,0.0
temp_3pm,MelbourneAirport,3021,0.0
temp_3pm,Moree,2866,0.0
temp_3pm,Nhil,1581,0.0
temp_3pm,Townsville,3045,0.0
temp_3pm,WaggaWagga,2988,0.0
temp_3pm,Watsonia,3011,0.0
temp_9am,MountGinini,2919,0.12401507365536142
temp_9am,Newcastle,2967,0.058982136838557464
temp_9am,Katherine,1571,0.0241884150222788
temp_9am,Portland,3008,0.015957446808510637
temp_9am,Albany,3028,0.011889035667107
temp_9am,Richmond,2963,0.009787377657779277
temp_9am,Wollongong,2995,0.007345575959933222
temp_9am,Tuggeranong,3010,0.006644518272425249
temp_9am,Penrith,2976,0.006384408602150538
temp_9am,NorahHead,2941,0.005780346820809248
temp_9am,BadgerysCreek,2940,0.005442176870748299
temp_9am,PearceRAAF,2774,0.005407354001441961
temp_9am,Canberra,3430,0.004956268221574344
temp_9am,Watsonia,3011,0.004317502490866822
temp_9am,Ballarat,3040,0.003947368421052632
temp_9am,Cobar,3000,0.002
temp_9am,Uluru,1533,0.0019569471624266144
temp_9am,NorfolkIsland,2976,0.0016801075268817205
temp_9am,Nuriootpa,3014,0.0016589250165892503
temp_9am,Adelaide,3102,0.0016118633139909735
temp_9am,Williamtown,2565,0.0015594541910331384
temp_9am,Albury,3023,0.0013231888852133643
temp_9am,Launceston,3040,0.0013157894736842105
temp_9am,Sydney,3349,0.0011943863839952225
temp_9am,Witchcliffe,2964,0.0010121457489878543
temp_9am,CoffsHarbour,2965,0.001011804384485666
temp_9am,Melbourne,2447,0.0008173273395995096
temp_9am,Walpole,2831,0.0007064641469445425
temp_9am,Dartmoor,2955,0.0006768189509306261
temp_9am,SalmonGums,2967,0.0006740815638692282
temp_9am,Sale,3012,0.0006640106241699867
temp_9am,Bendigo,3046,0.0006565988181221273
temp_9am,Brisbane,3173,0.0006303183107469272
temp_9am,Woomera,3002,0.00033311125916055963
temp_9am,SydneyAirport,3017,0.00033145508783559825
temp_9am,Mildura,3019,0.0003312355084465055
temp_9am,MountGambier,3042,0.0003287310979618672
temp_9am,Hobart,3200,0.0003125
temp_9am,AliceSprings,3043,0.0
temp_9am,Cairns,3000,0.0
temp_9am,Darwin,3204,0.0
temp_9am,GoldCoast,2992,0.0
temp_9am,MelbourneAirport,3021,0.0
temp_9am,Moree,2866,0.0
temp_9am,Nhil,1581,0.0
temp_9am,Perth,3205,0.0
temp_9am,PerthAirport,3021,0.0
temp_9am,Townsville,3045,0.0
temp_9am,WaggaWagga,2988,0.0
wind_dir_3pm,Newcastle,2967,0.4186046511627907
wind_dir_3pm,Albany,3028,0.2533025099075297
wind_dir_3pm,CoffsHarbour,2965,0.0866779089376054
wind_dir_3pm,Canberra,3430,0.06647230320699708
wind_dir_3pm,MountGinini,2919,0.06029462144570058
wind_dir_3pm,Richmond,2963,0.03408707391157611
wind_dir_3pm,BadgerysCreek,2940,0.02040816326530612
wind_dir_3pm,Penrith,2976,0.020161290322580645
wind_dir_3pm,Walpole,2831,0.019780996114447193
wind_dir_3pm,Moree,2866,0.01779483600837404
wind_dir_3pm,Uluru,1533,0.01761252446183953
wind_dir_3pm,Launceston,3040,0.017434210526315788
wind_dir_3pm,SalmonGums,2967,0.015166835187057633
wind_dir_3pm,Tuggeranong,3010,0.014617940199335547
wind_dir_3pm,Albury,3023,0.013893483294740324
wind_dir_3pm,Bendigo,3046,0.013788575180564675
wind_dir_3pm,Dartmoor,2955,0.011844331641285956
wind_dir_3pm,Watsonia,3011,0.011624045167718366
wind_dir_3pm,Katherine,1571,0.011457670273711012
wind_dir_3pm,GoldCoast,2992,0.011029411764705883
wind_dir_3pm,Nuriootpa,3014,0.010948905109489052
wind_dir_3pm,NorahHead,2941,0.00986059163549813
wind_dir_3pm,Sydney,3349,0.009853687667960586
wind_dir_3pm,Wollongong,2995,0.009682804674457429
wind_dir_3pm,PearceRAAF,2774,0.008651766402307137
wind_dir_3pm,Brisbane,3173,0.008509297195083518
wind_dir_3pm,Witchcliffe,2964,0.006072874493927126
wind_dir_3pm,Woomera,3002,0.005996002664890073
wind_dir_3pm,Hobart,3200,0.0059375
wind_dir_3pm,MountGambier,3042,0.005917159763313609
wind_dir_3pm,Williamtown,2565,0.005847953216374269
wind_dir_3pm,Sale,3012,0.005312084993359893
wind_dir_3pm,Ballarat,3040,0.005263157894736842
wind_dir_3pm,WaggaWagga,2988,0.0050200803212851405
wind_dir_3pm,Adelaide,3102,0.004835589941972921
wind_dir_3pm,Cobar,3000,0.004666666666666667
wind_dir_3pm,Melbourne,2447,0.004495300367797303
wind_dir_3pm,MelbourneAirport,3021,0.004303210857332009
wind_dir_3pm,Mildura,3019,0.0029811195760185492
wind_dir_3pm,Perth,3205,0.00218408736349454
wind_dir_3pm,NorfolkIsland,2976,0.0016801075268817205
wind_dir_3pm,Portland,3008,0.0016622340425531915
wind_dir_3pm,Cairns,3000,0.0013333333333333333
wind_dir_3pm,SydneyAirport,3017,0.001325820351342393
wind_dir_3pm,AliceSprings,3043,0.0013144922773578706
wind_dir_3pm,Darwin,3204,0.0009363295880149813
wind_dir_3pm,PerthAirport,3021,0.00033101621979476995
wind_dir_3pm,Townsville,3045,0.0003284072249589491
wind_dir_3pm,Nhil,1581,0.0
wind_dir_9am,Newcastle,2967,0.4563532187394675
wind_dir_9am,Richmond,2963,0.27775902801214986
wind_dir_9am,Tuggeranong,3010,0.2106312292358804
wind_dir_9am,Penrith,2976,0.17876344086021506
wind_dir_9am,Albury,3023,0.1710221634138273
wind_dir_9am,Dartmoor,2955,0.17089678510998307
wind_dir_9am,Canberra,3430,0.15626822157434403
wind_dir_9am,Launceston,3040,0.15
wind_dir_9am,BadgerysCreek,2940,0.13435374149659865
wind_dir_9am,CoffsHarbour,2965,0.1015177065767285
wind_dir_9am,Walpole,2831,0.0861886259272342
wind_dir_9am,Adelaide,3102,0.08349451966473243
wind_dir_9am,Witchcliffe,2964,0.08333333333333333
wind_dir_9am,Albany,3028,0.08058124174372523
wind_dir_9am,Bendigo,3046,0.07977675640183848
wind_dir_9am,AliceSprings,3043,0.07558330594807755
wind_dir_9am,MountGinini,2919,0.06748886605001712
wind_dir_9am,Watsonia,3011,0.06276984390567918
wind_dir_9am,Nuriootpa,3014,0.04744525547445255
wind_dir_9am,Perth,3205,0.04180967238689547
wind_dir_9am,Townsville,3045,0.04039408866995074
wind_dir_9am,WaggaWagga,2988,0.039491298527443104
wind_dir_9am,Wollongong,2995,0.03939899833055092
wind_dir_9am,Moree,2866,0.0366364270760642
wind_dir_9am,Uluru,1533,0.03587736464448793
wind_dir_9am,Mildura,3019,0.030473666777078502
wind_dir_9am,Ballarat,3040,0.02993421052631579
wind_dir_9am,PearceRAAF,2774,0.029920692141312183
wind_dir_9am,Williamtown,2565,0.02884990253411306
wind_dir_9am,NorahHead,2941,0.02856171370282217
wind_dir_9am,Nhil,1581,0.028462998102466792
wind_dir_9am,Sale,3012,0.026892430278884463
wind_dir_9am,MountGambier,3042,0.026627218934911243
wind_dir_9am,Katherine,1571,0.025461489497135583
wind_dir_9am,Portland,3008,0.02327127659574468
wind_dir_9am,SalmonGums,2967,0.021907650825749917
wind_dir_9am,Brisbane,3173,0.021745981720768987
wind_dir_9am,GoldCoast,2992,0.019719251336898395
wind_dir_9am,Sydney,3349,0.016721409375933114
wind_dir_9am,Melbourne,2447,0.015529219452390683
wind_dir_9am,Cairns,3000,0.014
wind_dir_9am,MelbourneAirport,3021,0.013240648791790799
wind_dir_9am,PerthAirport,3021,0.013240648791790799
wind_dir_9am,Hobart,3200,0.0128125
wind_dir_9am,NorfolkIsland,2976,0.010416666666666666
wind_dir_9am,Woomera,3002,0.009660226515656229
wind_dir_9am,Darwin,3204,0.008739076154806492
wind_dir_9am,Cobar,3000,0.008
wind_dir_9am,SydneyAirport,3017,0.002651640702684786
wind_gust_dir,Albany,3028,0.9960369881109643
wind_gust_dir,Newcastle,2967,0.9959555106167847
wind_gust_dir,Sydney,3349,0.3093460734547626
wind_gust_dir,CoffsHarbour,2965,0.10556492411467117
wind_gust_dir,Canberra,3430,0.09591836734693877
wind_gust_dir,MountGinini,2919,0.065775950668037
wind_gust_dir,Williamtown,2565,0.0456140350877193
wind_gust_dir,Sale,3012,0.04448871181938911
wind_gust_dir,PearceRAAF,2774,0.039293439077144915
wind_gust_dir,GoldCoast,2992,0.028409090909090908
wind_gust_dir,Moree,2866,0.025471039776692253
wind_gust_dir,Walpole,2831,0.02260685270222536
wind_gust_dir,Katherine,1571,0.01782304264799491
wind_gust_dir,Uluru,1533,0.016960208741030658
wind_gust_dir,SydneyAirport,3017,0.01690420947961551
wind_gust_dir,AliceSprings,3043,0.01643115346697338
wind_gust_dir,SalmonGums,2967,0.015503875968992248
wind_gust_dir,PerthAirport,3021,0.015226746110559417
wind_gust_dir,Nuriootpa,3014,0.014930325149303252
wind_gust_dir,MountGambier,3042,0.014464168310322156
wind_gust_dir,NorfolkIsland,2976,0.014448924731182795
wind_gust_dir,Darwin,3204,0.014044943820224719
wind_gust_dir,Cobar,3000,0.012666666666666666
wind_gust_dir,Woomera,3002,0.012658227848101266
wind_gust_dir,Bendigo,3046,0.011818778726198293
wind_gust_dir,Watsonia,3011,0.010627698439056792
wind_gust_dir,Launceston,3040,0.009868421052631578
wind_gust_dir,WaggaWagga,2988,0.009370816599732263
wind_gust_dir,Portland,3008,0.007978723404255319
wind_gust_dir,Ballarat,3040,0.007894736842105263
wind_gust_dir,Adelaide,3102,0.007414571244358479
wind_gust_dir,Townsville,3045,0.00722495894909688
wind_gust_dir,Cairns,3000,0.006
wind_gust_dir,Hobart,3200,0.0059375
wind_gust_dir,Richmond,2963,0.005737428282146473
wind_gust_dir,Melbourne,2447,0.005721291377196567
wind_gust_dir,BadgerysCreek,2940,0.005442176870748299
wind_gust_dir,Witchcliffe,2964,0.005060728744939271
wind_gust_dir,MelbourneAirport,3021,0.004965243296921549
wind_gust_dir,Brisbane,3173,0.004727387330601954
wind_gust_dir,Tuggeranong,3010,0.004318936877076412
wind_gust_dir,Wollongong,2995,0.00333889816360601
wind_gust_dir,Albury,3023,0.0033079722130334105
wind_gust_dir,Penrith,2976,0.0023521505376344087
wind_gust_dir,Perth,3205,0.0015600624024961
wind_gust_dir,NorahHead,2941,0.0013600816048962938
wind_gust_dir,Dartmoor,2955,0.0013536379018612521
wind_gust_dir,Mildura,3019,0.001324942033786022
wind_gust_dir,Nhil,1581,0.001265022137887413
wind_gust_speed,Albany,3028,0.9960369881109643
wind_gust_speed,Newcastle,2967,0.9959555106167847
wind_gust_speed,Sydney,3349,0.3093460734547626
wind_gust_speed,CoffsHarbour,2965,0.10556492411467117
wind_gust_speed,Canberra,3430,0.09533527696793002
wind_gust_speed,MountGinini,2919,0.065775950668037
wind_gust_speed,Williamtown,2565,0.0456140350877193
wind_gust_speed,Sale,3012,0.04448871181938911
wind_gust_speed,PearceRAAF,2774,0.039293439077144915
wind_gust_speed,GoldCoast,2992,0.028409090909090908
wind_gust_speed,Moree,2866,0.02512212142358688
wind_gust_speed,Katherine,1571,0.01782304264799491
wind_gust_speed,Uluru,1533,0.016960208741030658
wind_gust_speed,SydneyAirport,3017,0.01690420947961551
wind_gust_speed,AliceSprings,3043,0.01643115346697338
wind_gust_speed,SalmonGums,2967,0.015503875968992248
wind_gust_speed,PerthAirport,3021,0.015226746110559417
wind_gust_speed,MountGambier,3042,0.01413543721236029
wind_gust_speed,NorfolkIsland,2976,0.014112903225806451
wind_gust_speed,Darwin,3204,0.012796504369538077
wind_gust_speed,Cobar,3000,0.012666666666666666
wind_gust_speed,Woomera,3002,0.012658227848101266
wind_gust_speed,Walpole,2831,0.011656658424584953
wind_gust_speed,Bendigo,3046,0.01149047931713723
wind_gust_speed,Watsonia,3011,0.010627698439056792
wind_gust_speed,Nuriootpa,3014,0.01028533510285335
wind_gust_speed,Launceston,3040,0.009539473684210526
wind_gust_speed,WaggaWagga,2988,0.009370816599732263
wind_gust_speed,Portland,3008,0.007978723404255319
wind_gust_speed,Ballarat,3040,0.007894736842105263
wind_gust_speed,Adelaide,3102,0.007414571244358479
wind_gust_speed,Townsville,3045,0.00722495894909688
wind_gust_speed,Hobart,3200,0.0059375
wind_gust_speed,Melbourne,2447,0.005721291377196567
wind_gust_speed,Cairns,3000,0.005666666666666667
wind_gust_speed,BadgerysCreek,2940,0.005442176870748299
wind_gust_speed,Richmond,2963,0.005062436719541006
wind_gust_speed,MelbourneAirport,3021,0.004965243296921549
wind_gust_speed,Brisbane,3173,0.004727387330601954
wind_gust_speed,Witchcliffe,2964,0.004723346828609987
wind_gust_speed,Tuggeranong,3010,0.004318936877076412
wind_gust_speed,Wollongong,2995,0.00333889816360601
wind_gust_speed,Albury,3023,0.0033079722130334105
wind_gust_speed,Penrith,2976,0.0023521505376344087
wind_gust_speed,Perth,3205,0.0015600624024961
wind_gust_speed,NorahHead,2941,0.0013600816048962938
wind_gust_speed,Dartmoor,2955,0.0013536379018612521
wind_gust_speed,Mildura,3019,0.001324942033786022
wind_gust_speed,Nhil,1581,0.001265022137887413
wind_speed_3pm,Newcastle,2967,0.2949106841927873
wind_speed_3pm,Albany,3028,0.23678996036988112
wind_speed_3pm,CoffsHarbour,2965,0.08397976391231028
wind_speed_3pm,Canberra,3430,0.06501457725947522
wind_speed_3pm,MountGinini,2919,0.05515587529976019
wind_speed_3pm,Uluru,1533,0.015655577299412915
wind_speed_3pm,Moree,2866,0.013258897418004187
wind_speed_3pm,SalmonGums,2967,0.01247050893158072
wind_speed_3pm,GoldCoast,2992,0.009692513368983958
wind_speed_3pm,Nuriootpa,3014,0.00829462508294625
wind_speed_3pm,PearceRAAF,2774,0.00829127613554434
wind_speed_3pm,Richmond,2963,0.00809989875126561
wind_speed_3pm,BadgerysCreek,2940,0.007823129251700681
wind_speed_3pm,Sydney,3349,0.0074649148999701405
wind_speed_3pm,Wollongong,2995,0.006010016694490818
wind_speed_3pm,Tuggeranong,3010,0.005647840531561462
wind_speed_3pm,NorahHead,2941,0.0047602856171370285
wind_speed_3pm,Katherine,1571,0.0038192234245703373
wind_speed_3pm,Penrith,2976,0.003696236559139785
wind_speed_3pm,Cobar,3000,0.0036666666666666666
wind_speed_3pm,MountGambier,3042,0.003287310979618672
wind_speed_3pm,Williamtown,2565,0.0027290448343079924
wind_speed_3pm,Launceston,3040,0.002631578947368421
wind_speed_3pm,Albury,3023,0.002315580549123387
wind_speed_3pm,Woomera,3002,0.001998667554963358
wind_speed_3pm,Walpole,2831,0.0017661603673613563
wind_speed_3pm,Sale,3012,0.0016600265604249668
wind_speed_3pm,Adelaide,3102,0.0016118633139909735
wind_speed_3pm,Ballarat,3040,0.000986842105263158
wind_speed_3pm,Bendigo,3046,0.000984898227183191
wind_speed_3pm,NorfolkIsland,2976,0.0006720430107526882
wind_speed_3pm,Portland,3008,0.0006648936170212766
wind_speed_3pm,AliceSprings,3043,0.0006572461386789353
wind_speed_3pm,Brisbane,3173,0.0006303183107469272
wind_speed_3pm,Darwin,3204,0.0006242197253433209
wind_speed_3pm,Dartmoor,2955,0.00033840947546531303
wind_speed_3pm,Witchcliffe,2964,0.00033738191632928474
wind_speed_3pm,WaggaWagga,2988,0.00033467202141900936
wind_speed_3pm,Cairns,3000,0.0003333333333333333
wind_speed_3pm,Watsonia,3011,0.00033211557622052476
wind_speed_3pm,SydneyAirport,3017,0.00033145508783559825
wind_speed_3pm,Mildura,3019,0.0003312355084465055
wind_speed_3pm,PerthAirport,3021,0.00033101621979476995
wind_speed_3pm,Townsville,3045,0.0003284072249589491
wind_speed_3pm,Hobart,3200,0.0003125
wind_speed_3pm,Perth,3205,0.00031201248049921997
wind_speed_3pm,Melbourne,2447,0.0
wind_speed_3pm,MelbourneAirport,3021,0.0
wind_speed_3pm,Nhil,1581,0.0
wind_speed_9am,CoffsHarbour,2965,0.08431703204047218
wind_speed_9am,Canberra,3430,0.06647230320699708
wind_speed_9am,Newcastle,2967,0.06538591169531513
wind_speed_9am,MountGinini,2919,0.05823912298732443
wind_speed_9am,Albany,3028,0.01915455746367239
wind_speed_9am,Uluru,1533,0.016960208741030658
wind_speed_9am,Moree,2866,0.01360781577110956
wind_speed_9am,SalmonGums,2967,0.012133468149646108
wind_speed_9am,GoldCoast,2992,0.011363636363636364
wind_speed_9am,Richmond,2963,0.010799865001687479
wind_speed_9am,Wollongong,2995,0.008681135225375626
wind_speed_9am,Penrith,2976,0.008064516129032258
wind_speed_9am,Sydney,3349,0.007763511495968946
wind_speed_9am,Tuggeranong,3010,0.007641196013289037
wind_speed_9am,BadgerysCreek,2940,0.007482993197278911
wind_speed_9am,Nuriootpa,3014,0.0063039150630391505
wind_speed_9am,PearceRAAF,2774,0.0061283345349675555
wind_speed_9am,Williamtown,2565,0.005847953216374269
wind_speed_9am,NorahHead,2941,0.005780346820809248
wind_speed_9am,Cobar,3000,0.004666666666666667
wind_speed_9am,NorfolkIsland,2976,0.002688172043010753
wind_speed_9am,Ballarat,3040,0.002631578947368421
wind_speed_9am,MountGambier,3042,0.0023011176857330702
wind_speed_9am,Walpole,2831,0.0021193924408336277
wind_speed_9am,Witchcliffe,2964,0.0016869095816464238
wind_speed_9am,Adelaide,3102,0.0016118633139909735
wind_speed_9am,Woomera,3002,0.0013324450366422385
wind_speed_9am,Albury,3023,0.0013231888852133643
wind_speed_9am,Dartmoor,2955,0.0010152284263959391
wind_speed_9am,Sale,3012,0.00099601593625498
wind_speed_9am,SydneyAirport,3017,0.0009943652635067948
wind_speed_9am,Launceston,3040,0.000986842105263158
wind_speed_9am,Bendigo,3046,0.000984898227183191
wind_speed_9am,Melbourne,2447,0.0008173273395995096
wind_speed_9am,Portland,3008,0.0006648936170212766
wind_speed_9am,Mildura,3019,0.000662471016893011
wind_speed_9am,PerthAirport,3021,0.0006620324395895399
wind_speed_9am,AliceSprings,3043,0.0006572461386789353
wind_speed_9am,Townsville,3045,0.0006568144499178982
wind_speed_9am,Katherine,1571,0.0006365372374283895
wind_speed_9am,Darwin,3204,0.0006242197253433209
wind_speed_9am,MelbourneAirport,3021,0.00033101621979476995
wind_speed_9am,Brisbane,3173,0.0
wind_speed_9am,Cairns,3000,0.0
wind_speed_9am,Hobart,3200,0.0
wind_speed_9am,Nhil,1581,0.0
wind_speed_9am,Perth,3205,0.0
wind_speed_9am,WaggaWagga,2988,0.0
wind_speed_9am,Watsonia,3011,0.0
