threshold,f1,precision,recall
0.3,0.6740481301547848,0.6178328558113846,0.7415171728052368
0.32,0.6748692002529754,0.627879609157692,0.7294609934954635
0.34,0.6756640959725793,0.6374995406269524,0.7186891494386212
0.36000000000000004,0.6761751946276817,0.6478515031885819,0.7070887019927912
0.38000000000000006,0.6756027854928954,0.656933735175545,0.6953639640386129
0.4000000000000001,0.6755099538077913,0.6666263261930695,0.6846335501512201
0.4200000000000001,0.6738570241064007,0.6760205145311262,0.6717073372830095
0.4400000000000001,0.6722994381310464,0.6858004740357682,0.659319716617641
0.46000000000000013,0.6705998455333391,0.6953948832035595,0.6475121183245639
0.48000000000000015,0.6695602861629733,0.7069688176500392,0.6359116708787339
0.5000000000000002,0.6656766042336252,0.7157975021451044,0.622115424452086
0.5200000000000002,0.6627927927927928,0.7261511128658146,0.6096035132783693
0.5400000000000003,0.6580157912804668,0.7350444830759791,0.5956001160044745
0.5600000000000003,0.6527050610820244,0.7445057861768766,0.5810581265277375
0.5800000000000003,0.6466307980374961,0.7555666334330342,0.5651489414591706
0.6000000000000003,0.640204371821753,0.7652684950449412,0.5502755106268384
0.6200000000000003,0.6319872345648705,0.7755151223038921,0.5332891411525873
0.6400000000000003,0.6239991993594876,0.7876950287410777,0.5166342130339313
0.6600000000000004,0.613700168444694,0.7991359255566634,0.49811492729005263
0.6800000000000004,0.6021729501576301,0.8112889637742208,0.4787670381571861
0.7000000000000004,0.5876865671641791,0.8238063214525891,0.45676761817955835
